0.114131944,3.292429559,0.079323434,0.278471309,0.266934566,1
0.104361979,3.341415227,0.080490487,0.291501903,0.280168951,0
0.048927951,2.949822727,0.037575531,0.200866907,0.197321043,1
0.031731771,2.490100666,0.018605173,0.114600018,0.11307967,0
0.053116319,2.317618076,0.034081153,0.166585688,0.163062155,1
0.182174479,3.145436478,0.126502586,0.334406165,0.309555454,0
0.074153646,2.310232622,0.037586688,0.148534145,0.143699802,0
0.08359809,2.39040342,0.057309611,0.224804768,0.217377073,1
0.009874132,1.301984408,0.005369778,0.05751728,0.057266071,0
0.025525174,0.990753095,0.012109269,0.078159981,0.077216244,0
0.030082465,0.909405779,0.014025321,0.083293943,0.082104636,0
0.040798611,2.755130128,0.025975257,0.148658323,0.146371388,0
0.080920139,3.406837685,0.055329938,0.241444419,0.23501916,0
0.139613715,3.591084465,0.082843403,0.261393382,0.247918274,0
0.0609375,1.074728608,0.02533362,0.106057592,0.102987478,0
0.100164931,3.274767477,0.052069066,0.19124761,0.18402299,0
0.043007813,3.189761012,0.034948645,0.198978374,0.195885133,0
0.00016059,0.472317086,5.75E-05,0.004572715,0.004572354,0
0.11594184,3.261843437,0.092513439,0.3141409,0.300209541,1
0.080633681,2.739083454,0.051699652,0.210656434,0.204213807,0
0.037430556,1.090966694,0.014259486,0.075867146,0.074515038,0
0.076536458,3.110125314,0.052215187,0.2211977,0.214946497,0
0.15515625,3.122345089,0.112449655,0.326171542,0.306174704,1
0.008463542,1.35543722,0.004658264,0.054110786,0.053909904,0
0.05890625,2.760615589,0.041872291,0.199451437,0.195006633,0
0.027612847,2.809145122,0.01646291,0.117368157,0.116207818,0
0.007261285,1.00784458,0.002912948,0.035947731,0.035829515,0
0.042669271,2.816645947,0.027282281,0.153943037,0.151506223,0
0.072309028,1.934391558,0.045349926,0.185123092,0.179482432,0
0.021497396,1.352823969,0.011015666,0.079103788,0.078333035,0
0.013242188,1.13024207,0.004931105,0.043996796,0.043719587,0
0.054557292,3.228255468,0.038267107,0.195079442,0.191289354,0
0.109019097,2.645599446,0.074685544,0.257495837,0.246426816,0
0.064509549,3.326794743,0.045016396,0.21774764,0.213043561,0
0.004626736,0.750650109,0.001642622,0.024581375,0.024526431,0
0.020850694,1.096802005,0.009264819,0.067434703,0.066795227,0
0.095748336,3.292429559,0.067624878,0.259431974,0.25046322,1
0.081377194,3.341415227,0.061188068,0.248005166,0.240338475,1
0.049711251,2.949822727,0.034013606,0.180137054,0.176896672,1
0.04310137,2.490100666,0.02598627,0.140090825,0.137659555,0
0.15897473,3.145436478,0.109995304,0.311573194,0.291511387,1
0.103141879,2.319451463,0.055952529,0.193820123,0.185568194,0
0.06824484,3.591084465,0.040620532,0.181468942,0.176864211,0
0.040488161,1.342583847,0.018455631,0.095773295,0.093978262,0
0.018162857,0.949697559,0.008505779,0.064962412,0.064403157,0
0.012231144,2.304747576,0.006129599,0.063402529,0.063105536,0
0.113965447,3.406837685,0.092492589,0.323478567,0.309973393,1
0.078580126,2.738163729,0.041779988,0.172325562,0.167184126,0
0.057409216,1.356191444,0.024677084,0.107759686,0.104896099,0
0.107385706,3.274767477,0.080204192,0.285269017,0.273762123,0
0.013873818,3.189761012,0.010291442,0.107470098,0.106976204,0
0.079303506,2.827654819,0.057776221,0.236059499,0.228879871,0
0.029742959,1.912704646,0.013251498,0.084745387,0.083702918,0
0.025098259,1.207906797,0.011334347,0.076348707,0.075502699,0
0.108464747,2.850514579,0.078459747,0.272755254,0.261226907,1
0.031744309,2.483168344,0.018678604,0.114089465,0.112550059,0
0.016245901,1.252362627,0.006489521,0.053159268,0.05276167,0
0.055905189,3.232133267,0.040845744,0.201238062,0.197049189,0
