2.406493603,0.471723945,0.650039354,0.447244543,1
1.683770946,0.41362719,0.57976622,0.406252898,1
1.530127226,0.370676927,0.50582383,0.344174901,1
2.406493603,0.478651383,0.653847486,0.445431689,1
1.683770946,0.414049597,0.578398881,0.403866558,1
1.530127226,0.373391567,0.509135696,0.346118325,1
2.406493603,0.470174648,0.643773519,0.439750094,1
1.683770946,0.39911516,0.560739001,0.393872208,1
1.530127226,0.363637257,0.498856254,0.341504769,1
3.174354791,0.776653331,1.135523723,0.82838622,1
2.745503327,0.56879538,0.870789777,0.659353207,1
2.741129437,0.521215506,0.808323573,0.617836058,1
3.174354791,0.774138777,1.130018645,0.823195781,1
2.745503327,0.570871543,0.87393141,0.66171126,1
2.703243068,0.519867486,0.808011332,0.618562939,1
3.174354791,0.761913403,1.11021377,0.807503921,1
2.745503327,0.56561909,0.871610779,0.663159405,1
2.703243068,0.514584261,0.804270104,0.618104715,1
3.158183245,0.709351526,1.067662925,0.797950208,1
2.816690945,0.536108365,0.857540388,0.669300634,1
2.703243068,0.486834713,0.788163564,0.619833659,1
2.150244188,0.667403838,0.877611296,0.569889203,1
2.150244188,0.63169173,0.843631415,0.559177541,1
2.150205398,0.614654368,0.840163888,0.572778637,1
2.150205398,0.573832001,0.801883537,0.560119667,1
1.54617395,0.354596572,0.442097622,0.264029502,1
1.54617395,0.341173175,0.43295924,0.266560629,1
1.54617395,0.353755503,0.44280362,0.26633079,1
1.54617395,0.342422491,0.436486209,0.270678866,1
0.166378066,0.027730275,0.034697301,0.020855084,0
0.166378066,0.027663123,0.035145911,0.021679176,0
0.820817196,0.029692226,0.050904913,0.0413483,0
0.834419131,0.044972242,0.088532888,0.076259883,0
0.834419131,0.100966732,0.166419312,0.132291747,0
0.834419131,0.154054004,0.217687401,0.153802368,0
0.777104119,0.177898608,0.227907537,0.142456768,0
0.747180725,0.189479368,0.232714561,0.135106017,0
0.787341871,0.142461281,0.188618199,0.123618803,0
0.787341871,0.099115447,0.144339294,0.104928356,0
0.787341871,0.104114144,0.15436651,0.113970454,0
0.787341871,0.093548785,0.140073474,0.104255469,0
0.714346735,0.102658136,0.146423875,0.104409091,0
0.729453931,0.132462212,0.179845674,0.12164797,0
0.729453931,0.123468954,0.172224189,0.120069099,0
0.729453931,0.12322172,0.167651437,0.113681186,0
0.729453931,0.119598476,0.162898537,0.110598996,0
